Filename,Wordcount,Hyperlinks,Domains,NER Entities,% Numeric Characters
321_Alpha Exposure_EXAS_2013_2.p.txt,1942,0,0,86,5.15
375_Kerrisdale Capital_FIVE_2014_3.p.txt,2964,0,0,84,2.83
50_Kerrisdale Capital_NOW_2013_5.p.txt,802,0,0,17,6.11
48_Kerrisdale Capital_PRKR_2012_2.p.txt,5145,0,0,288,4.33
459_Street Sweeper_GORO_2011_3.p.txt,2850,0,0,174,5.13
501_Pump Stopper_BBLU_2014.p.txt,12499,0,0,954,4.66
507_Bleecker Street Research_LIVE_2014_4.p.txt,639,0,0,25,4.67
302205_Kerrisdale_AG_2016_1.p.txt,17130,0,0,829,4.48
273_Duquesne Family Office_IBM_2013_2.p.txt,1958,0,0,150,4.84
90591_Viceroy_CPI_2018_3.p.txt,11678,13,9,489,3.3
277_Asensio_OLED_2013_17.p.txt,454,0,0,78,1.91
472_Trinity Research Group_VNET_2014_2.p.txt,1403,1,1,40,5.25
240_Kynikos Associates_CAT_2013.p.txt,395,0,0,53,14.25
300301_Aurelius_BOFI_2015_5.p.txt,263,0,0,223,1.67
301226_Citron_GBTC_2017.p.txt,388,0,0,17,4.2
304905_GlassHouseResearch_EFII_2016.p.txt,11185,0,0,426,1.91
90285_Cliffside_PCMI_2017.p.txt,8,0,0,1,0.0
302001_Greenlight_AGO_2018.p.txt,514,1,1,252,2.08
169_GeoInvesting_KNDI_2012_1.p.txt,5860,0,0,1224,4.07
307715_Studioso_ARCH_2015_1.p.txt,150,0,0,120,5.27
77114_Citron_WRLD_2009_2.p.txt,27,0,0,6,5.05
683_Forensic Research Analyst_CRR_2016_2.p.txt,212,0,0,9,6.71
445_GeoInvesting_APPG_2014.p.txt,3905,0,0,263,3.23
818_Street Sweeper_OLED_2017_2.p.txt,1110,0,0,81,3.01
467_Street Sweeper_POTG_2011.p.txt,3176,0,0,179,4.41
361_Bronte Capital_INSY_2014_3.p.txt,289,0,0,19,1.39
91129_Night Market Research_ZYXI_2019_2.p.txt,25,0,0,0,5.09
90420_John Hempton_TREX_2017.p.txt,539,0,0,31,3.06
303612_Richard Pearson_HIIQ_2017_1.p.txt,5361,0,0,211,8.79
639_Copperfield Research_CONN_2015.p.txt,1795,0,0,80,2.36
144_Street Sweeper_BRLI_2013.p.txt,3112,0,0,141,3.75
413_Bronte Capital_336-HK_2011_4.p.txt,558,0,0,20,4.78
7_Whitney Tilson_LL_2015_19.p.txt,429,0,0,41,2.51
91317_Biotech Research_AKBA_2020.p.txt,1125,0,0,62,2.82
85875_Citron_IBOC_2009.p.txt,19,0,0,4,6.3
301401_Friendly Bear_BOFI_2016_2.p.txt,245,0,0,91,4.01
92126_Asensio_LDK_2006_5.p.txt,469,0,0,67,1.36
709_The Friendly Bear_BOFI_2016_2.p.txt,2077,0,0,199,3.82
2_Muddy Waters_DGW_2011.p.txt,4683,2,1,248,2.33
90743_Art Doyle_WVE_2017.p.txt,7106,0,0,217,2.04
533_Street Sweeper_RDCM_2014_1.p.txt,611,0,0,35,6.85
482_Pump Stopper_SCOK_2014.p.txt,5853,0,0,340,4.42
266_Bronte Capital_MSFT_2012.p.txt,3498,0,0,120,3.96
689_Cable Car Capital_EXAS_2017_12.p.txt,1356,0,0,51,2.17
90550_Viceroy_SNH_2017_2.p.txt,687,0,0,29,0.42
145_Citron Research_USNA_2014_3.p.txt,339,0,0,32,4.75
523_Asensio_AOBI_2009_06.p.txt,666,0,0,121,2.99
91180_Asensio_PGWC_2006_7.p.txt,370,0,0,41,1.28
91186_Akram_s Razor_PD_2019.p.txt,3106,0,0,67,3.29
573_Bronte Capital_TSL_2012_7.p.txt,566,0,0,26,4.4
304309_Well_6273_2017_3.p.txt,1758,0,0,129,1.8
55_GeoInvesting_LLEN_2012_3.p.txt,1039,0,0,104,2.78
301304_Forensic Research Analyst_EROS_2016_2.p.txt,93,0,0,205,4.81
303608_Richard Pearson_YRD_2017_1.p.txt,11828,0,0,431,3.23
357_GeoInvesting_CMGE_2014.p.txt,220,0,0,11,4.19
300114_Alpha Exposure_CRBP_2019.p.txt,37,0,0,1,4.92
305502_Fraud Research_CBIS_2013_1.p.txt,223,0,0,155,5.26
91089_Spruce Point_CHD_2019.p.txt,18701,0,0,815,5.71
90862_BuyersStrike_TYME_2019.p.txt,866,0,0,73,2.79
78_Copperfield Research_OCZ_2011.p.txt,2025,0,0,66,2.2
731_Xuhua Zhou_VRX_2015.p.txt,3138,0,0,170,1.83
512_Gotham Investing_AFSI_2014_2.p.txt,4202,0,0,491,2.87
652_Bleecker Street Research_HOTR_2015.p.txt,1787,0,0,178,3.88
74_Bronte Capital_UTA_2010_11.p.txt,528,0,0,27,8.94
606_Mangrove Partners_VHC_2015.p.txt,9208,0,0,275,4.55
573_Bronte Capital_TSL_2011_6.p.txt,1055,0,0,27,11.21
90705_The Capitolist_TRUP_2018_4.p.txt,23,0,0,0,6.2
763_Quintessential Capital Management_AAC_2015.p.txt,4612,0,0,332,2.13
307102_JCAP_BGNE_2019_1.p.txt,12443,3,3,1276,4.78
431_Kerrisdale Capital_CHBT_2010_2.p.txt,1126,0,0,90,2.22
683_Forensic Research Analyst_CRR_2015_1.p.txt,579,0,0,48,2.67
92126_Asensio_LDK_2006_7.p.txt,448,0,0,59,0.81
711_Citron Research_W_2017_2.p.txt,340,0,0,33,5.9
16_Bronte Capital_FMG-AU_2012.p.txt,2164,0,0,111,6.11
90641_The Capitolist_MYGN_2018_1.p.txt,1945,0,0,64,4.53
277_Asensio_OLED_2013_28.p.txt,467,0,0,100,1.78
20_Muddy Waters_ONP_2010_8.p.txt,3,0,0,0,14.63
709_The Friendly Bear_BOFI_2015_1.p.txt,6248,0,0,376,2.2
223_Richard Pearson_IRG_2013.p.txt,3105,0,0,100,2.04
91187_Akram_s Razor_EVBG_2019.p.txt,22,0,0,0,8.13
361_Bronte Capital_INSY_2014_1.p.txt,1938,0,0,53,4.79
136_Prescience Investment Group_UAMY_2012.p.txt,4985,1,1,214,1.7
302115_Iceberg_Trafigura_2019_1.p.txt,56,0,0,4,11.99
363_GeoInvesting_LAS_2014_2.p.txt,1814,0,0,59,1.4
410_Absaroka Capital_SHZ_2011.p.txt,14993,45,8,1760,5.81
301243_Citron_CRON_2018.p.txt,1475,1,1,56,3.31
135_Spruce Point Capital_UAMY_2012_1.p.txt,7540,11,11,396,4.97
492_Street Sweeper_GLUU_2015_2.p.txt,2030,0,0,243,4.35
74_Bronte Capital_UTA_2010_13.p.txt,2339,0,0,61,4.9
302102_Iceberg_Noble_2018_9.p.txt,61,0,0,2,11.14
573_Bronte Capital_TSL_2011_4.p.txt,1145,0,0,75,2.35
377_Xuhua Zhou_ANY_2014.p.txt,2203,0,0,114,4.71
90705_The Capitolist_TRUP_2018_6.p.txt,23,0,0,3,4.76
505_Street Sweeper_IBIO_2014.p.txt,1584,0,0,50,3.49
67_Spruce Point Capital_ZSTN_2010_1.p.txt,3385,0,0,146,2.56
30_Citron Research_ISRG_2013_5.p.txt,1942,0,0,80,1.3
21_22_Pershing Square_FNM_FRE_2008.p.txt,690,0,0,93,4.13
457_GeoInvesting_XXII_2014_4.p.txt,475,0,0,41,2.85
81_Citron Research_SCOK_2010.p.txt,1060,0,0,137,3.62
564_Spruce Point Capital_GEF_2015_1.p.txt,5309,0,0,333,8.85
91431_Shareholder Watchdog_HMPR_2011.p.txt,28,0,0,6,4.98
200_Matt Berry_QIHU_2012_2.p.txt,1215,0,0,100,7.22
296_Meson Capital_OMEX_2015_29.p.txt,2784,0,0,284,1.42
55_GeoInvesting_LLEN_2012_1.p.txt,1557,0,0,198,2.69
131_Matt Berry_FMCN_2012_2.p.txt,736,0,0,51,6.7
387_Xuhua Zhou_HCI_2013.p.txt,2326,0,0,202,3.73
91400_Culper_BLNK_2020_1.p.txt,7042,1,1,694,4.91
523_Asensio_AOBI_2009_04.p.txt,462,0,0,70,3.81
91180_Asensio_PGWC_2006_5.p.txt,601,0,0,93,1.83
90198_livermore_XOXO_2015.p.txt,1354,0,0,70,3.22
59_Citron Research_QCOR_2013_6.p.txt,1986,3,2,89,2.63
175_Whitney Tilson_HLF_2012_1.p.txt,395,0,0,78,3.24
81388_Citron_APOL_2009_1.p.txt,19,0,0,0,6.73
296_Meson Capital_OMEX_2014_14.p.txt,901,0,0,44,4.91
300323_Aurelius_MDXG_2017_2.p.txt,140,0,0,163,5.27
307701_Studioso_AIBYY_2011_2.p.txt,181,0,0,98,6.94
638_Cable Car Capital_PLUS-GB_2015_12.p.txt,3110,0,0,101,3.27
91176_Bonitas_EVER_2019.p.txt,8781,16,10,180,3.24
489_GeoInvesting_CGA_2014_2.p.txt,1986,0,0,194,5.67
301225_Citron_MSI_2017.p.txt,2541,0,0,212,1.86
277_Asensio_OLED_2013_6.p.txt,638,0,0,87,1.47
8_Citron Research_TXTR_2013_1.p.txt,5460,0,0,334,5.42
307701_Studioso_AIBYY_2012_3.p.txt,78,0,0,57,6.46
267_Street Sweeper_SGMO_2013.p.txt,3357,0,0,198,2.44
480_Forensic Factor_AUTC_2011_4.p.txt,5062,0,0,346,2.46
277_Asensio_OLED_2013_15.p.txt,1037,0,0,105,2.37
91431_Mariner_AEYE_2020.p.txt,3921,0,0,217,4.37
352_Greenwich Research Group_BOFI_2014.p.txt,3525,0,0,135,4.72
300314_Aurelius_BANC_2017_3.p.txt,3591,0,0,291,2.65
42_Kylinkos_VWS_2011.p.txt,628,0,0,109,5.44
91332_JCap_NG_2020.p.txt,7154,2,2,402,13.4
459_Street Sweeper_GORO_2011_1.p.txt,4466,0,0,265,6.12
425_Tourbillon Capital Partners_MNKD_2014_1.p.txt,1071,0,0,143,5.16
90591_Viceroy_CPI_2018_1.p.txt,11871,23,17,648,4.84
205_Street Sweeper_BRLI_2011_1.p.txt,3537,0,0,151,3.43
209_Infitialis_CLSR_2012.p.txt,3155,0,0,235,4.6
759_GeoInvesting_TEDU_2015.p.txt,5135,0,0,403,2.71
418_Infitialis_ZERO_2012.p.txt,2675,0,0,219,4.62
752_Suhail Capital_VEEV_2014_9.p.txt,865,0,0,35,2.69
90941_GMTResearch_CIM_2019.p.txt,2959,0,0,154,3.0
375_Kerrisdale Capital_FIVE_2014_1.p.txt,3824,0,0,86,3.67
524_Asensio_CSKI_2009_9.p.txt,872,0,0,76,1.45
769_Kerrisdale Capital_STRP_2015_3.p.txt,2571,0,0,152,1.81
322_Whitney Tilson_LRN_2013_2.p.txt,5109,0,0,247,3.0
40_Muddy Waters_TRE-CA_2011_6.p.txt,16,0,0,0,7.69
304004_Spruce Point Capital_ECHO_2016_1.p.txt,19685,0,0,1202,7.01
424_Bronte Capital_GPOR_2012_2.p.txt,1036,0,0,154,8.07
296_Meson Capital_OMEX_2015_30.p.txt,1560,0,0,105,2.98
283_Infitialis_MJNA_2013.p.txt,3339,0,0,402,3.41
71_Citron Research_LFT_2011_2.p.txt,1095,0,0,83,2.95
304908_GlassHouseResearch_AJRD_2018.p.txt,7851,0,0,173,3.34
524_Asensio_CSKI_2009_17.p.txt,739,0,0,97,1.45
745_GeoInvesting_CDZI_2016_4.p.txt,3286,0,0,118,2.23
764_Street Sweeper_HEAR_2018_4.p.txt,958,0,0,74,3.38
55_GeoInvesting_LLEN_2013_5.p.txt,372,0,0,73,3.21
90612_JCap_SRNE_2018.p.txt,7945,2,2,558,4.07
701_razor99_5CP-SES_2015.p.txt,15959,7,1,1853,9.22
407_Street Sweeper_NOG_2011_1.p.txt,122189,0,0,6128,4.5
634_Whitney Tilson_UNIS_2015.p.txt,2460,0,0,169,2.3
235_GeoInvesting_SEFE_2012.p.txt,1553,0,0,86,5.03
277_Asensio_OLED_2013_31.p.txt,490,0,0,99,1.65
123_Asensio_CTE_2011_1.p.txt,500,0,0,92,1.68
30_Citron Research_ISRG_2012_1.p.txt,5485,0,0,302,2.73
788_Whitney Tilson_W_2015_1.p.txt,1366,0,0,99,2.09
311_Street Sweeper_XONE_2013.p.txt,2663,0,0,117,5.2
677_Glaucus Research Group_931-HK_2015_1.p.txt,13613,1,1,1072,4.66
302207_Kerrisdale_NAK_2017_1.p.txt,8626,0,0,696,2.17
625_Richard Pearson_KERX_2015.p.txt,3110,0,0,223,2.6
134_GeoInvesting_GLGL_2011.p.txt,1108,0,0,58,2.5
747_Citron Research_VPRT_2009.p.txt,771,0,0,46,3.63
302806_Muddy Waters_STJ_2016_2.p.txt,1045,0,0,10,0.09
90999_Hindenburg_EROS_2017_2.p.txt,862,0,0,48,4.38
806_Phase Five Research_NWBO_2015.p.txt,5744,0,0,570,3.94
330_Street Sweeper_UNIS_2014_2.p.txt,2786,0,0,253,4.47
87_Richard Pearson_IDT_2013_2.p.txt,1932,0,0,104,2.44
304047_Spruce Point Capital_IRBT_2018_4.p.txt,11606,0,0,431,5.43
92126_Asensio_LDK_2006_12.p.txt,443,0,0,65,2.23
91128_Viceroy_ATNX_2019_5.p.txt,2880,6,4,164,2.15
91420_Sylvan_GSX_2020.p.txt,1806,0,0,142,2.05
90705_The Capitolist_TRUP_2018_18.p.txt,27,0,0,1,5.25
91087_Culper_ATRC_2019_2.p.txt,2874,1,1,57,2.78
90774_JCap_CCRC_2018.p.txt,8411,1,1,946,2.18
672_Pump Stopper_CRMD_2015.p.txt,9184,0,0,429,3.89
351_Street Sweeper_OPTT_2016_2.p.txt,1169,0,0,104,5.91
823_Pump Stopper_MNGA_2015.p.txt,8524,0,0,537,6.68
149_Whitney Tilson_MBI_2008_2.p.txt,1612,0,0,79,1.69
59_Citron Research_QCOR_2012_2.p.txt,1054,0,0,56,2.74
304304_Well_3914_2016_2.p.txt,474,0,0,134,6.55
91090_Asensio_CROX_2006_3.p.txt,331,0,0,50,1.92
70_Bronte Capital_LFT_2011_1.p.txt,1014,0,0,26,7.14
318_Citron Research_UNXL_2013_2.p.txt,778,0,0,66,2.93
91063_Culper_IRTC_2018.p.txt,8,0,0,0,0.0
532_RH Analytics_HCI_2015_17.p.txt,1951,0,0,174,2.22
549_Bleecker Street Research_CTIX_2015_2.p.txt,1128,0,0,111,3.34
302506_Mako_AVXS_2016_2.p.txt,223,0,0,90,2.34
302504_Mako_AVXS_2016_1.p.txt,1165,0,0,379,3.98
281_Alfred Little_FU_2013_2.p.txt,770,0,0,81,6.65
50_Kerrisdale Capital_NOW_2012_3.p.txt,1877,0,0,26,6.94
238_Forensic Accounter_MILL_2013_3.p.txt,838,0,0,46,6.26
211_Citron Research_NUS_2012_4.p.txt,402,0,0,30,4.66
409_Alpha Exposure_ONTY_2011_2.p.txt,2578,0,0,79,2.08
781_Sinclair Upton Research_STRP_2015.p.txt,4604,0,0,258,14.67
300112_Alpha Exposure_GERN_2018_4.p.txt,3198,0,0,108,3.89
132_Muddy Waters_FMCN_2011_1.p.txt,3198,0,0,194,1.41
90814_FFJ_TDOC_2018.p.txt,1944,0,0,164,3.56
90875_GeoInvesting_FANH_2019.p.txt,2856,0,0,231,1.47
302102_Iceberg_Noble_2017_6.p.txt,57,0,0,4,12.22
91436_Citron_NNOX_2020.p.txt,2654,0,0,169,2.23
601_Muddy Waters_N21-SG_2015.p.txt,6435,0,0,226,1.89
91066_Culper_HROW_2019.p.txt,11687,1,1,945,3.78
202_Kerrisdale Capital_CMED_2012_1.p.txt,2255,0,0,172,2.76
654_Shareholder Watchdog_REE_2010.p.txt,2075,0,0,185,3.32
305506_Fraud Research_PMCB_2014_1.p.txt,182,0,0,174,4.85
745_GeoInvesting_CDZI_2015_1.p.txt,3990,0,0,169,3.49
291_Pump Stopper_NQ_2014.p.txt,733,0,0,28,3.67
477_Street Sweeper_DGLY_2014.p.txt,831,0,0,54,4.12
304008_Spruce Point Capital_CECE_2017.p.txt,8840,0,0,585,6.94
123_Asensio_CTE_2011_5.p.txt,449,0,0,72,2.4
305511_Fraud Research_ZPAS_2017_1.p.txt,137,0,0,250,4.52
257_Street Sweeper_MDXG_2014_2.p.txt,2955,0,0,156,3.67
302513_Mako_FLXN_2018_1.p.txt,180,0,0,76,4.29
163_Alfred Little_CGA_2010_4.p.txt,1174,0,0,189,3.12
303602_Richard Pearson_OSIR_2017_2.p.txt,3943,0,0,117,2.35
306402_ColdShowerAnalytics_MTSI_2016_1.p.txt,20198,2,2,666,3.26
64_GeoInvesting_PUDA_2011.p.txt,2156,0,0,281,2.18
90705_The Capitolist_TRUP_2018_21.p.txt,27,0,0,0,6.69
752_Suhail Capital_VEEV_2013_4.p.txt,904,0,0,33,2.37
302701_Mithra_VIPS_2015_4.p.txt,287,0,0,118,2.62
90791_Bodenholm_EBIX_2018.p.txt,2463,0,0,234,2.05
525_Spruce Point Capital_AME_2014.p.txt,237851,1,1,9290,8.56
91263_Bonitas_JKS_2020_1.p.txt,7982,5,4,745,3.49
76522_RDN_BPT_2015_1.p.txt,39,0,0,17,6.55
537_Trinity Research Group_VIMC_2014_1.p.txt,7078,0,0,640,4.66
91430_FFJ_PEN_2020.p.txt,1138,0,0,68,2.99
510_Bleecker Street Research_REFR_2014.p.txt,3766,0,0,340,3.43
90736_Plainview_NKTR_2018_2.p.txt,24,0,0,2,5.8
90016_Cliffside_EVDY_2016.p.txt,11814,0,0,503,2.96
820_819_Muddy Waters_RAL-FR_CO-FR_2016_2.p.txt,2938,2,2,61,1.95
301229_Citron_SHOP_2017_2.p.txt,312,0,0,11,0.8
304907_GlassHouseResearch_NUVA_2017.p.txt,12276,0,0,395,2.61
29103_Ian Bezek_COGO_2011.p.txt,27,0,0,6,4.79
818_Street Sweeper_OLED_2015_1.p.txt,1661,0,0,125,2.88
787_Citron Research_MNK_2016_2.p.txt,157,0,0,25,5.43
303606_Richard Pearson_OFIX_2016_1.p.txt,10527,0,0,411,2.94
524_Asensio_CSKI_2009_13.p.txt,696,0,0,77,1.36
500_Bronte Capital_LOGI_2011_1.p.txt,1166,0,0,54,2.72
402_Alpha Exposure_AFFY_2013_3.p.txt,1319,0,0,75,4.19
4_Prescience Point_BDBD_2013_2.p.txt,5643,2,2,171,3.13
378_Street Sweeper_ANY_2014_2.p.txt,1586,0,0,73,4.85
302214_Kerrisdale_JOE_2018_1.p.txt,13150,7,6,895,6.02
300333_Aurelius_ACHC_2018_1.p.txt,5781,0,0,528,2.75
90324_Cannell Capital_ESTA_2019.p.txt,7,0,0,0,0.0
302821_Muddy Waters_TAL_2018_4.p.txt,17228,18,13,894,3.92
90632_FFJ_DVA_2017.p.txt,1964,0,0,206,3.93
301415_Friendly Bear_UVV_2017_1.p.txt,311,0,0,39,3.2
17_Alfred Little_DEER_2012_2.p.txt,399,0,0,17,6.59
550_BlueMountain Capital Management_OCN_2015_2.p.txt,3659,0,0,424,3.07
752_Suhail Capital_VEEV_2014_11.p.txt,1023,0,0,60,2.17
301215_Citron_MSI_2017.p.txt,2489,1,1,231,3.46
49_Alpha Exposure_PRKR_2014_4.p.txt,778,0,0,54,1.56
532_RH Analytics_HCI_2017_21.p.txt,991,0,0,121,4.64
83113_Citron_ARTC_2007_1.p.txt,17,0,0,2,7.25
300340_Aurelius_TEUM_2019_1.p.txt,4435,0,0,298,3.82
12_Glaucus Research Group_TEA_2012_1.p.txt,15591,1,1,859,6.42
640_Street Sweeper_PTBI_2015.p.txt,1717,0,0,151,6.81
302002_Greenlight_CLB_2017.p.txt,85,0,0,267,3.69
313_Richard Pearson_REGI_2013.p.txt,4030,0,0,166,2.22
576_Bleecker Street Research_AAC_2015_3.p.txt,3407,0,0,241,2.3
90_Citron Research_Z_2014_5.p.txt,2132,0,0,131,2.41
791_Emperor Has No Clothes_QIWI_2015.p.txt,3109,0,0,197,2.72
70_Bronte Capital_LFT_2011_5.p.txt,362,0,0,56,2.62
303208_Prescience_ENPH_2018_2.p.txt,3596,0,0,67,3.12
132_Muddy Waters_FMCN_2012_4.p.txt,11,0,0,0,12.5
532_RH Analytics_HCI_2015_13.p.txt,1078,0,0,62,1.76
7_Whitney Tilson_LL_2015_5.p.txt,2725,0,0,122,1.54
84184_Citron_AXDX_2015.p.txt,34,0,0,3,8.96
368_GeoInvesting_WSTI_2014_4.p.txt,892,0,0,42,4.69
301253_Citron_CHGG_2019.p.txt,2496,0,0,170,0.71
638_Cable Car Capital_PLUS-GB_2015_9.p.txt,1747,1,1,74,4.35
91128_Viceroy_ATNX_2019_1.p.txt,8858,36,8,795,5.53
738_Martin Shkreli_NKTR_2012.p.txt,1613,0,0,46,4.96
91239_Grizzly_WUBA_2020_1.p.txt,12323,2,2,530,4.36
491_Kerrisdale Capital_GSAT_2014_4.p.txt,3366,0,0,240,2.85
214_Prescience Investment Group_APWR_2011_1.p.txt,3822,0,0,340,1.51
301235_Citron_W_2018_2.p.txt,713,0,0,43,3.75
3_Kerrisdale Capital_EZCH_2013_3.p.txt,1999,0,0,131,4.3
302216_Kerrisdale_IRTC_2019_1.p.txt,2864,0,0,135,1.69
91354_JCap_IDEX_2020.p.txt,7154,2,2,402,13.4
353_Kerrisdale Capital_BOFI_2014_1.p.txt,11231,0,0,736,3.33
35_Infitialis_CYBX_2013.p.txt,7981,0,0,474,3.15
10_Kerrisdale Capital_LIWA_2011_1.p.txt,1448,0,0,202,2.04
91464_Grizzly_SPI_2020.p.txt,9197,0,0,502,1.93
301612_Glaucus Research_BLA_ASX_2018_1.p.txt,25594,0,0,1424,5.38
301217_Citron_FLT_2017_2.p.txt,2841,1,1,81,2.17
90825_Hindenburg_RIOT_2017_3.p.txt,2984,0,0,222,4.89
92126_Asensio_LDK_2006_16.p.txt,321,0,0,53,1.94
304306_Well_CYBQY_2016_1.p.txt,101,0,0,125,2.55
304309_Well_6273_2017_5.p.txt,67,0,0,21,18.26
301219_Citron_EXAS_2017_2.p.txt,1427,0,0,51,2.17
371_Street Sweeper_TTGT_2014.p.txt,1771,0,0,100,4.62
109_Whitney Tilson_LEH_2008_2.p.txt,2470,0,0,231,1.48
91180_Asensio_PGWC_2006_1.p.txt,805,0,0,113,2.17
276_Street Sweeper_PANL_2011_1.p.txt,5621,0,0,375,7.66
92589_GeoInvesting_HOGS_2011_2.p.txt,30,0,0,0,6.23
304301_Well_MARUF_2015_1.p.txt,10852,9,9,680,3.03
90705_The Capitolist_TRUP_2018_2.p.txt,23,0,0,0,5.9
141_Muddy Waters_STAN-GB_2013.p.txt,234,0,0,27,5.4
155_Pershing Square_FSA_2008.p.txt,1026,0,0,77,2.25
532_RH Analytics_HCI_2015_9.p.txt,381,0,0,34,6.1
465_Street Sweeper_CIGX_2011_2.p.txt,3728,0,0,219,4.92
301239_Citron_PTE_2018.p.txt,1523,0,0,72,6.33
301423_Friendly Bear_TDOC_2019_4.p.txt,136,0,0,151,2.4
512_Gotham Investing_AFSI_2014_4.p.txt,657,0,0,79,4.73
200_Matt Berry_QIHU_2012_6.p.txt,719,0,0,37,4.46
683_Forensic Research Analyst_CRR_2016_4.p.txt,2261,0,0,114,5.13
91069_The Capitolist_EYE_2019.p.txt,31,0,0,5,6.67
307702_Studioso_YRCW_2011_2.p.txt,92,0,0,39,4.55
302212_Kerrisdale_PTI_2018_1.p.txt,10316,0,0,350,3.17
224_Richard Pearson_NEON_2013.p.txt,4784,0,0,210,2.99
307711_Studioso_NBGGY_2015_3.p.txt,72,0,0,54,5.32
90015_SoapBox_ULTI_2016.p.txt,4580,0,0,199,2.14
304112_Street Sweeper_BRKO_2016_2.p.txt,131,0,0,44,6.16
307208_Jay Yoon_TSEM_2015_2.p.txt,209,0,0,184,2.88
79_Citron Research_MOBI_2011.p.txt,2823,0,0,206,4.19
92422_Chimin Sang_CCME_2011_1.p.txt,25,0,0,2,4.81
301509_GeoInvesting_WING_2016_1.p.txt,115,0,0,52,2.86
92126_Asensio_LDK_2006_3.p.txt,424,0,0,58,1.78
709_The Friendly Bear_BOFI_2016_4.p.txt,3077,0,0,140,3.1
452_Bronte Capital_CFR-CH_2012_2.p.txt,646,0,0,27,3.19
62_Spruce Point Capital_CBEH_2010.p.txt,4041,0,0,188,1.43
91129_Night Market Research_ZYXI_2019_4.p.txt,31,0,0,2,5.07
248_Street Sweeper_PSSI_2012.p.txt,4385,0,0,352,4.37
733_Citron Research_VRX_2015_3.p.txt,1777,0,0,174,2.12
304036_Spruce Point Capital_DOL_2018.p.txt,13328,0,0,707,5.26
297_Citron Research_DDD_2014_2.p.txt,5595,4,4,225,3.25
31_Muddy Waters_RINO_2010.p.txt,7913,6,5,576,3.16
302812_Muddy Waters_AKG_2017_1.p.txt,16341,5,5,391,5.12
7_Whitney Tilson_LL_2015_22.p.txt,3978,0,0,154,2.18
321_Alpha Exposure_EXAS_2013_4.p.txt,1944,0,0,86,3.91
303904_SkyTides_PODD_2016_1.p.txt,15375,1,1,267,2.98
455_Matt Berry_CLIR_2012_1.p.txt,4472,0,0,444,4.06
55_GeoInvesting_LLEN_2014_8.p.txt,2639,0,0,400,3.3
192_Citron Research_HRBN_2011_4.p.txt,1294,0,0,129,4.81
524_Asensio_CSKI_2010_39.p.txt,500,0,0,62,2.71
468_Citron Research_GNI_2010.p.txt,904,0,0,30,7.0
277_Asensio_OLED_2013_11.p.txt,574,0,0,94,1.84
90265_RealTalk_MEET_2016.p.txt,32,0,0,0,5.92
586_Street Sweeper_HYGS_2015.p.txt,2496,0,0,115,3.58
300301_Aurelius_BOFI_2015_3.p.txt,421,0,0,259,2.28
93044_Chimin Sang_LIWA_2009_1.p.txt,14,0,0,0,7.14
507_Bleecker Street Research_LIVE_2014_2.p.txt,1657,0,0,72,2.08
324_Street Sweeper_KEYW_2013_2.p.txt,4167,0,0,91,9.04
90591_Viceroy_CPI_2018_5.p.txt,2273,3,3,106,1.0
91206_Upslope_FOCS_2020.p.txt,2926,0,0,62,1.73
68_Copperfield Research_EBIX_2011_1.p.txt,986,0,0,78,2.47
546_Street Sweeper_ZIOP_2015.p.txt,1046,0,0,77,4.96
277_Asensio_OLED_2013_2.p.txt,866,0,0,115,2.54
305501_Fraud Research_USGT_2013_1.p.txt,267,0,0,176,4.85
310_Citron Research_ANGI_2013_1.p.txt,3875,0,0,155,2.14
90723_Viceroy_PVG_2018_3.p.txt,1595,2,2,68,1.65
447_Whitney Tilson_NFLX_2018_4.p.txt,1676,0,0,86,2.4
716_Citron Research_MBLY_2015_2.p.txt,3094,1,1,206,3.39
301908_Gotham_CRTO_2017_2.p.txt,4908,11,9,265,3.8
816_GeoInvesting_ACAS_2015.p.txt,5077,0,0,370,3.72
304309_Well_2931_2017_1.p.txt,8874,7,6,297,3.47
447_Whitney Tilson_NFLX_2010_2.p.txt,6516,0,0,527,2.35
91204_Spruce Point_LHCG_2020.p.txt,11510,0,0,540,5.53
91015_Viceroy_TEUM_2019_3.p.txt,1270,2,2,44,0.71
91171_Citron_PTON_2019.p.txt,3856,0,0,250,1.68
301205_Citron_7779TYO_2016_3.p.txt,1025,0,0,44,2.0
296_Meson Capital_OMEX_2014_10.p.txt,636,0,0,67,4.34
301301_Forensic Research Analyst_CRR_2016_1.p.txt,62,0,0,9,7.13
528_Richard Pearson_RGLS_2014.p.txt,2274,0,0,185,10.26
716_Citron Research_MBLY_2016_3.p.txt,3426,0,0,194,4.91
35_Street Sweeper_CYBX_2013.p.txt,8445,0,0,378,2.1
567_Street Sweeper_ONDK_2015.p.txt,1781,0,0,62,5.99
91094_Sleuth Investor_CVGW_2019.p.txt,21,0,0,1,8.73
90615_JCap_YRIV_2018.p.txt,2933,0,0,219,2.27
93044_Chimin Sang_LIWA_2009_3.p.txt,21,0,0,0,5.81
302102_Iceberg_Noble_2016_4.p.txt,42,0,0,6,15.13
122_Muddy Waters_CCME_2011_1.p.txt,632,0,0,59,3.93
90591_Viceroy_CPI_2018_7.p.txt,687,0,0,29,0.42
304025_Spruce Point Capital_KTOS_2018_2.p.txt,2687,0,0,111,5.0
