Filename,Wordcount,Hyperlinks,Domains,Unique NER Entities,Total NER Entities,$ NER,% NER,% Numeric Characters,Financial Terms,SEC Terms
91322_Muddy Waters_GSX_2020_2.p.txt,1984,5,5,42,74,0,9,1.53,16,1
90342_FG Alpha_EROS_2017_2.p.txt,208,5,2,21,28,2,3,1.5,5,2
304027_Spruce Point Capital_MRCY_2018_2.p.txt,9152,69,20,509,1664,200,223,5.61,126,24
307202_Jay Yoon_SPCB_2014_2.p.txt,195,8,1,37,78,12,6,2.98,3,0
29_Kynikos Associates_DELL_2012.p.txt,2536,0,0,184,382,15,45,3.93,31,3
74_Bronte Capital_UTA_2013_3.p.txt,7593,178,23,217,594,24,32,3.77,60,2
211_Citron Research_NUS_2013_5.p.txt,2222,8,3,76,218,1,14,3.4,5,0
375_Kerrisdale Capital_FIVE_2014_4.p.txt,2220,24,3,84,210,0,17,3.52,18,0
321_Alpha Exposure_EXAS_2013_5.p.txt,3962,37,17,130,364,29,25,3.15,30,1
358_GeoInvesting_CREG_2014.p.txt,1904,53,2,93,247,22,6,5.18,13,7
55_GeoInvesting_LLEN_2014_9.p.txt,2015,26,5,101,417,0,0,4.29,14,0
303901_SkyTides_CFMS_2016_1.p.txt,17670,93,33,313,1179,130,71,2.54,178,7
524_Asensio_CSKI_2010_38.p.txt,768,38,5,51,96,8,1,3.06,0,3
192_Citron Research_HRBN_2011_5.p.txt,5676,45,8,194,806,35,53,2.44,54,16
301209_Citron_NMK_2016.p.txt,1963,12,6,151,318,47,25,4.61,4,0
664_Citron Research_LPHI_2009_1.p.txt,2961,33,11,168,471,14,91,4.0,13,0
531_Bleecker Street Research_NBS_2014.p.txt,785,16,12,50,92,3,3,4.57,4,2
300301_Aurelius_BOFI_2015_2.p.txt,3559,32,10,119,403,5,0,1.92,41,22
74_Bronte Capital_UTA_2010_2.p.txt,2848,249,116,99,313,1,10,7.44,9,1
277_Asensio_OLED_2013_10.p.txt,1575,40,4,54,119,0,0,1.37,12,3
122_Muddy Waters_CCME_2011_2.p.txt,6807,9,6,264,3209,1075,526,7.14,23,2
507_Bleecker Street Research_LIVE_2014_3.p.txt,1508,16,6,68,114,12,8,2.54,20,1
91401_Mariner_BLNK_2020.p.txt,3971,64,24,185,403,35,25,5.28,32,4
304025_Spruce Point Capital_KTOS_2018_1.p.txt,16831,184,39,1118,3788,720,415,7.86,280,13
303908_SkyTides_SPNC_2017_1.p.txt,15070,97,29,306,1195,108,95,2.73,165,8
90261_RealTalk_TACO_2017.p.txt,3103,53,12,100,379,12,96,4.41,52,1
90591_Viceroy_CPI_2018_4.p.txt,2465,6,3,47,117,0,4,1.75,32,0
413_Bronte Capital_336-HK_2012_2.p.txt,297,1,1,32,48,5,2,2.12,2,1
301213_Citron_TDG_2017_1.p.txt,3728,20,9,173,459,7,92,5.5,35,0
90133_Long Short Value_ACIA_2016.p.txt,1170,14,3,50,208,2,82,1.96,31,0
307711_Studioso_NBGGY_2015_2.p.txt,392,16,8,70,225,32,4,4.3,10,0
429_Kerrisdale Capital_CMFO_2010_1.p.txt,1704,15,3,69,181,13,1,2.79,37,16
304001_Spruce Point Capital_PLNT_2016.p.txt,15932,73,42,883,2443,431,228,4.3,281,39
196_Citron Research_QIHU_2011_1.p.txt,3196,43,15,102,297,24,49,5.11,33,5
307208_Jay Yoon_TSEM_2015_3.p.txt,935,30,4,139,554,37,48,2.98,16,0
303604_Richard Pearson_BRS_2016_1.p.txt,14950,232,37,348,1670,215,151,4.64,126,5
92126_Asensio_LDK_2006_2.p.txt,685,22,2,39,73,0,0,1.43,0,1
413_Bronte Capital_336-HK_2011_3.p.txt,490,1,1,26,34,6,0,1.26,2,0
790_Melissa Davis_DTEA_2015.p.txt,4543,58,23,166,405,33,28,3.26,28,6
90451_Viceroy_CSTE_2017_2.p.txt,5944,12,7,124,286,11,26,1.38,43,1
126_Greenlight Capital_GMCR_2011.p.txt,11684,15,3,646,2235,329,123,7.66,109,41
504_Bleecker Street Research_VGGL_2014.p.txt,3283,33,5,140,421,38,29,4.1,59,7
709_The Friendly Bear_BOFI_2016_5.p.txt,3069,30,8,48,112,4,14,2.97,17,5
302514_Mako_TTOO_2019_1.p.txt,5025,28,7,177,489,86,33,3.0,103,0
91079_Night Market Research_CRMD_2019.p.txt,6066,91,23,206,685,31,160,3.52,85,9
733_Citron Research_VRX_2015_2.p.txt,4648,24,11,148,391,29,20,3.11,55,1
304309_Well_6273_2017_4.p.txt,162,0,0,82,192,22,1,2.5,0,0
103_Richard Pearson_CBAK_2014_2.p.txt,3615,30,9,94,320,66,15,2.37,38,1
305101_FuzzyPandaResearch_XII_2018_1.p.txt,5583,98,24,235,806,42,79,6.47,78,9
306802_WolfPackResearch_GTT_2019_1.p.txt,13955,8,4,496,1812,425,188,8.62,342,10
91281_Spruce Point_WDFC_2020_1.p.txt,16871,95,42,827,2734,432,317,6.27,171,34
523_Asensio_AOBI_2009_01.p.txt,1284,39,5,63,155,29,0,2.06,7,8
475_GeoInvesting_NHTC_2014.p.txt,753,15,4,47,105,2,2,3.19,8,0
305001_CliffsideResearch_SWAV_2019_1.p.txt,6859,60,30,178,467,96,26,2.92,76,1
573_Bronte Capital_TSL_2011_1.p.txt,2893,132,11,93,360,22,8,6.14,15,3
96_GeoInvesting_CGPI_2011_2.p.txt,1004,14,5,32,65,0,0,2.88,13,0
90705_The Capitolist_TRUP_2018_3.p.txt,2384,33,4,102,376,12,113,3.28,31,1
47_Alfred Little_SVM_2011_1.p.txt,750,10,3,42,125,2,10,5.44,9,0
457_GeoInvesting_XXII_2014_1.p.txt,12132,358,37,480,1548,139,129,4.73,103,22
462_Conatus Capital Management_JSE_2013.p.txt,909,33,6,90,139,0,8,7.87,2,0
247_Copperfield Research_SCTY_2013_1.p.txt,403,5,1,23,32,0,3,3.27,15,1
356_Prescience Point_CBI_2014.p.txt,20884,65,21,420,1868,189,168,2.55,350,23
302817_Muddy Waters_OSIS_2017_1.p.txt,5489,8,4,164,458,73,34,2.43,50,1
512_Gotham Investing_AFSI_2014_5.p.txt,2491,40,10,119,410,19,17,4.66,47,3
308003_Grizzly_HEBT_2020.p.txt,16339,52,17,465,2389,86,79,2.47,210,9
449_Street Sweeper_FCEL_2014.p.txt,2681,56,17,169,439,49,41,5.18,26,1
81665_Citron_SYX_2007.p.txt,1545,22,13,120,262,5,54,2.47,15,2
491_Kerrisdale Capital_GSAT_2014_2.p.txt,18965,38,16,473,1195,143,30,3.94,87,9
91090_Asensio_CROX_2006_1.p.txt,1809,34,7,95,187,35,0,2.67,13,3
91128_Viceroy_ATNX_2019_7.p.txt,4490,38,8,126,290,9,20,8.19,55,8
589_590_591_Off Wall Street_TRAK_HCSG_SLH_2015.p.txt,2609,48,23,179,304,40,43,3.57,23,1
304116_Street Sweeper_TDOC_2016_1.p.txt,2259,68,19,101,220,31,0,5.79,35,1
90541_Aparecium Research_AAXN_2017.p.txt,9635,89,31,359,1065,38,164,4.33,184,17
90101_Cliffside_CLSD_2016_2.p.txt,3710,27,8,144,456,74,89,4.26,51,7
90219_GeoInvesting_KNDI_2016.p.txt,766,8,5,43,89,7,0,5.07,1,1
789_Emperor Has No Clothes_PHOT_2014.p.txt,1872,41,9,92,248,15,13,6.38,15,3
90599_Viceroy_NDRM_2017_2.p.txt,375,1,1,54,84,4,0,3.14,1,0
301210_Citron_AVXS_2016.p.txt,3381,39,17,80,229,8,2,3.22,24,0
92126_Asensio_LDK_2006_10.p.txt,691,23,2,23,45,0,0,0.97,0,0
304039_Spruce Point Capital_DOX_2019.p.txt,41979,190,38,1531,8079,989,1027,7.04,845,82
91126_Alpha Exposure_ZIOP_2019.p.txt,7327,144,50,183,751,24,215,3.28,31,1
527_Street Sweeper_RCPT_2014.p.txt,5084,190,37,200,728,37,123,5.73,28,2
521_Odey Asset Management_MANU_2014.p.txt,434,10,3,29,54,0,1,2.14,4,0
478_Alpha Exposure_VHC_2014_2.p.txt,2000,11,4,58,113,1,1,1.96,11,6
304307_Well_6273_2016_1.p.txt,16966,3,3,578,2106,32,120,3.65,118,56
202_Kerrisdale Capital_CMED_2012_3.p.txt,767,9,6,37,76,11,2,4.52,18,7
300336_Aurelius_VNDA_2019_1.p.txt,4263,56,18,101,247,9,2,2.32,19,1
305401_ViceroyResearch_EBIX_2018_2.p.txt,2839,17,5,60,174,2,0,2.42,42,7
132_Muddy Waters_FMCN_2011_3.p.txt,29,0,0,0,0,0,0,0.87,0,0
300601_Blue Orca_1910HK_2018.p.txt,26107,189,49,595,3163,176,404,4.34,230,49
91098_Citron_SEDG_2019.p.txt,4057,9,6,160,522,49,57,2.85,75,1
760_Glaucus Research Group_2010-HK_2015_2.p.txt,16433,43,18,242,972,14,31,2.33,85,44
368_GeoInvesting_WSTI_2014_2.p.txt,935,39,4,23,46,0,0,6.74,21,1
50_Kerrisdale Capital_NOW_2012_1.p.txt,11694,60,35,432,1289,154,145,5.04,167,15
58_Street Sweeper_QCOR_2012_2.p.txt,4876,191,44,176,458,17,37,5.46,12,0
91340_OSS Research_TCMD_2020_1.p.txt,7016,104,17,313,1242,41,139,5.86,145,10
524_Asensio_CSKI_2009_28.p.txt,800,42,5,50,79,0,0,1.7,1,0
70_Bronte Capital_LFT_2011_3.p.txt,1983,82,14,72,175,13,4,4.29,12,5
532_RH Analytics_HCI_2015_15.p.txt,816,5,2,29,67,0,1,1.6,8,2
760_Glaucus Research Group_2010-HK_2016_3.p.txt,2914,11,4,56,148,4,6,2.49,39,4
288_3D Analytics_WHX_2014.p.txt,1138,19,5,63,198,9,18,6.09,10,1
7_Whitney Tilson_LL_2015_3.p.txt,2063,11,3,51,136,12,10,1.82,17,0
455_Matt Berry_CLIR_2013_3.p.txt,3750,103,14,102,372,3,0,2.95,31,13
296_Meson Capital_OMEX_2015_32.p.txt,2322,25,6,85,285,30,0,3.63,19,0
269_Bronte Capital_VRX_2014_9.p.txt,1162,32,7,61,88,3,0,6.9,5,0
304002_Spruce Point Capital_SABR_2016.p.txt,15466,92,32,849,3020,490,290,6.15,415,43
524_Asensio_CSKI_2009_15.p.txt,1133,38,5,95,176,4,2,2.72,4,1
90112_Unemon1_PLUG_2016_2.p.txt,649,17,5,50,141,3,40,8.26,3,2
300331_Aurelius_AVAV_2018_1.p.txt,2394,47,10,78,171,8,1,3.43,16,1
348_GeoInvesting_AHII_2014_1.p.txt,4365,43,14,170,557,75,14,4.5,51,8
162_Forensic Factor_TNGO_2013.p.txt,9193,83,11,222,748,109,89,4.07,255,14
302821_Muddy Waters_TAL_2018_2.p.txt,24,0,0,5,5,0,0,8.6,0,0
168_Ottoman Bay_MR_2013_1.p.txt,2500,27,12,126,404,40,12,4.95,24,5
698_Spruce Point Capital_CSTE_2015_1.p.txt,9665,40,30,645,1687,252,191,5.21,93,24
301255_Citron_VFF_2019.p.txt,2822,10,5,82,241,8,2,0.43,73,1
302816_Muddy Waters_PRTA_2017.p.txt,4100,2,2,119,257,9,44,3.44,14,0
49_Alpha Exposure_PRKR_2014_2.p.txt,1906,11,3,34,127,6,1,1.82,14,0
402_Alpha Exposure_AFFY_2013_5.p.txt,1572,29,9,57,142,7,2,6.21,10,3
378_Street Sweeper_ANY_2014_4.p.txt,4344,233,30,325,1715,235,60,6.88,28,0
90988_Upslope_COKE_2019.p.txt,3946,1,1,107,331,13,35,2.16,59,0
471_Muddy Waters_WBAI_2014.p.txt,3043,122,8,143,265,3,12,7.3,12,3
123_Asensio_CTE_2011_3.p.txt,1312,42,5,87,189,1,0,1.73,10,1
788_Whitney Tilson_W_2015_3.p.txt,1177,10,2,46,96,32,4,3.96,30,0
304003_Spruce Point Capital_ACM_2016.p.txt,10810,77,24,585,1879,366,136,7.97,311,24
603_Richard Pearson_FNRG_2015.p.txt,5540,69,22,161,582,78,11,2.24,28,9
301602_Glaucus Research_TYO_8001_2016_1.p.txt,26788,204,36,435,2528,29,157,3.67,180,11
163_Alfred Little_CGA_2010_2.p.txt,1131,6,2,63,148,7,2,2.47,11,0
304115_Street Sweeper_OPTT_2016_1.p.txt,1719,33,11,92,234,40,1,5.51,27,0
618_Xuhua Zhou_LOW_2015.p.txt,2276,26,2,58,183,0,1,3.78,19,1
302512_Mako_IMMU_2017_1.p.txt,9106,124,22,209,625,42,67,4.86,63,8
303203_Prescience_CGI_2017_2.p.txt,2828,11,4,61,170,19,5,1.05,51,6
90953_Glenview_MMM_2019.p.txt,1113,80,16,209,535,6,190,10.9,8,2
390_Citron Research_BOFI_2014.p.txt,3882,23,10,130,302,7,24,3.26,26,2
411_Spruce Point Capital_ASIA_2012.p.txt,3081,24,10,216,449,43,94,6.3,43,4
305101_FuzzyPandaResearch_XII_2019_2.p.txt,6819,77,18,150,577,9,22,3.6,58,5
55_GeoInvesting_LLEN_2013_7.p.txt,1958,23,9,95,303,7,4,5.35,19,9
689_Cable Car Capital_EXAS_2015_9.p.txt,1428,115,6,65,179,1,0,3.85,12,0
84607_Citron_EMKR_2008_1.p.txt,2098,30,13,122,308,40,54,2.88,25,3
448_Bleecker Street Research_JRJC_2014_2.p.txt,1367,21,7,72,165,2,2,2.91,12,1
694_Bleecker Street Research_DSKX_2015.p.txt,2376,26,7,74,231,24,19,4.58,17,7
752_Suhail Capital_VEEV_2013_2.p.txt,1171,6,1,66,140,31,5,2.84,18,0
300109_Alpha Exposure_GERN_2018.p.txt,2357,45,10,94,344,7,72,4.86,39,2
486_Matt Berry_RELV_2013_1.p.txt,895,35,11,58,139,6,4,7.7,14,5
302701_Mithra_VIPS_2015_2.p.txt,3991,36,5,134,391,44,10,3.21,59,6
426_Citron Research_TRLA_2014.p.txt,2570,8,4,64,209,5,10,2.41,10,0
91015_Viceroy_TEUM_2019_5.p.txt,2128,23,7,104,251,2,0,6.22,10,2
98_Richard Pearson_PCRX_2013_2.p.txt,1168,18,9,70,185,51,12,5.84,9,1
300401_Blazing Research - 400SEHK_2017.p.txt,970,7,3,93,257,0,85,4.71,12,1
303_Whitney Tilson_WRLD_2013_1.p.txt,1747,38,15,92,154,6,27,2.17,4,0
277_Asensio_OLED_2013_4.p.txt,1184,42,4,58,133,0,0,2.2,1,12
638_Cable Car Capital_PLUS-GB_2015_10.p.txt,4863,150,9,110,287,0,10,3.73,55,0
304005_Spruce Point Capital_BURL_2016.p.txt,20234,201,64,1064,3511,576,252,7.32,224,24
743_Citron Research_SEED_2009.p.txt,1223,24,11,84,208,15,34,3.64,6,0
900217_Copperfield_WATT_2017.p.txt,3491,32,3,82,263,10,2,0.73,25,4
329_Kerrisdale Capital_UNIS_2013_2.p.txt,2113,26,9,69,197,25,9,4.17,25,4
491_Kerrisdale Capital_GSAT_2015_6.p.txt,646,6,3,21,48,0,0,3.73,4,4
524_Asensio_CSKI_2009_31.p.txt,1252,48,4,81,156,6,0,2.25,3,2
296_Meson Capital_OMEX_2014_16.p.txt,1280,12,4,70,202,4,4,2.59,14,0
302508_Mako_IPIX_2017_1.p.txt,4018,42,15,124,410,53,4,2.7,63,5
663_Richard Pearson_SXC_2015_1.p.txt,2626,23,7,47,204,6,11,2.46,66,0
192_Citron Research_HRBN_2011_2.p.txt,1448,30,13,78,314,6,95,4.35,9,4
132_Muddy Waters_FMCN_2013_6.p.txt,1435,3,3,50,93,0,0,1.59,7,0
769_Kerrisdale Capital_STRP_2015_1.p.txt,19453,85,44,360,1067,68,50,3.1,102,6
300111_Alpha Exposure_GERN_2018_3.p.txt,1477,17,7,33,85,2,11,3.97,7,1
83551_Shareholder Watchdog_PCBC_2010.p.txt,1552,18,2,119,400,33,116,3.93,28,1
610_Spruce Point Capital_NCR_2015_2.p.txt,4953,72,30,188,610,54,21,4.1,80,7
152_Richard Pearson_BIOL_2013_2.p.txt,3302,19,6,62,337,96,16,2.39,40,7
391_Anonymous Analytics_336HK_2012.p.txt,16963,47,11,421,1441,110,147,3.0,114,18
321_Alpha Exposure_EXAS_2013_2.p.txt,2293,28,13,62,245,65,15,5.15,17,0
375_Kerrisdale Capital_FIVE_2014_3.p.txt,3482,32,5,98,225,4,16,2.83,49,0
50_Kerrisdale Capital_NOW_2013_5.p.txt,926,13,5,69,167,25,12,6.11,26,0
48_Kerrisdale Capital_PRKR_2012_2.p.txt,6016,72,11,199,615,42,26,4.33,63,6
459_Street Sweeper_GORO_2011_3.p.txt,3658,220,31,189,865,56,35,5.13,23,0
501_Pump Stopper_BBLU_2014.p.txt,14877,245,80,459,1727,148,159,4.66,157,15
507_Bleecker Street Research_LIVE_2014_4.p.txt,769,8,3,67,110,15,11,4.67,6,7
302205_Kerrisdale_AG_2016_1.p.txt,20797,0,0,504,2190,343,116,4.48,133,2
273_Duquesne Family Office_IBM_2013_2.p.txt,2654,114,29,258,874,3,324,4.84,15,0
90591_Viceroy_CPI_2018_3.p.txt,13564,33,10,132,630,0,24,3.3,70,4
277_Asensio_OLED_2013_17.p.txt,788,37,4,40,79,0,1,1.91,2,0
472_Trinity Research Group_VNET_2014_2.p.txt,1677,33,6,32,134,0,3,5.25,26,2
240_Kynikos Associates_CAT_2013.p.txt,683,55,8,60,677,156,5,14.25,6,0
300301_Aurelius_BOFI_2015_5.p.txt,5033,45,14,91,316,10,1,1.67,34,8
301226_Citron_GBTC_2017.p.txt,553,7,3,46,75,4,17,4.2,9,2
304905_GlassHouseResearch_EFII_2016.p.txt,14341,1,1,311,1075,135,66,1.91,178,29
90285_Cliffside_PCMI_2017.p.txt,10402,84,21,400,1542,114,306,4.66,136,23
302001_Greenlight_AGO_2018.p.txt,4958,24,2,181,522,87,12,2.08,38,16
169_GeoInvesting_KNDI_2012_1.p.txt,6935,94,19,264,1569,23,92,4.07,17,11
307715_Studioso_ARCH_2015_1.p.txt,474,30,11,98,356,27,10,5.27,7,0
77114_Citron_WRLD_2009_2.p.txt,2150,23,6,97,295,30,61,2.23,29,0
683_Forensic Research Analyst_CRR_2016_2.p.txt,288,8,2,17,27,2,2,6.71,3,0
445_GeoInvesting_APPG_2014.p.txt,5193,164,21,177,440,53,3,3.23,49,6
818_Street Sweeper_OLED_2017_2.p.txt,1484,55,16,113,168,10,5,3.01,4,2
467_Street Sweeper_POTG_2011.p.txt,3972,194,27,232,698,70,17,4.41,19,6
361_Bronte Capital_INSY_2014_3.p.txt,350,1,1,19,26,3,0,1.39,1,0
91129_Night Market Research_ZYXI_2019_2.p.txt,9512,150,39,334,938,68,173,4.3,183,14
90420_John Hempton_TREX_2017.p.txt,749,9,8,41,69,12,12,3.06,5,0
303612_Richard Pearson_HIIQ_2017_1.p.txt,7726,196,30,175,640,156,30,8.79,52,2
639_Copperfield Research_CONN_2015.p.txt,2063,13,3,53,139,7,13,2.36,39,0
144_Street Sweeper_BRLI_2013.p.txt,3701,89,24,165,389,13,21,3.75,22,8
413_Bronte Capital_336-HK_2011_4.p.txt,786,30,11,38,58,0,0,4.78,8,1
7_Whitney Tilson_LL_2015_19.p.txt,522,5,2,16,42,0,0,2.51,1,0
91317_Biotech Research_AKBA_2020.p.txt,1424,13,8,49,85,2,2,2.82,9,10
85875_Citron_IBOC_2009.p.txt,1552,23,10,134,330,35,57,6.41,20,1
301401_Friendly Bear_BOFI_2016_2.p.txt,2424,26,5,47,98,0,1,4.01,18,28
92126_Asensio_LDK_2006_5.p.txt,885,25,2,51,93,7,0,1.36,9,1
709_The Friendly Bear_BOFI_2016_2.p.txt,2477,36,11,61,142,0,2,3.82,24,3
2_Muddy Waters_DGW_2011.p.txt,5247,4,2,160,485,55,8,2.33,66,7
90743_Art Doyle_WVE_2017.p.txt,8728,31,13,152,367,27,9,2.04,33,3
533_Street Sweeper_RDCM_2014_1.p.txt,776,19,6,62,159,10,41,6.85,6,1
482_Pump Stopper_SCOK_2014.p.txt,7006,118,37,234,560,53,43,4.42,61,12
266_Bronte Capital_MSFT_2012.p.txt,4571,141,11,80,337,10,0,3.96,17,0
689_Cable Car Capital_EXAS_2017_12.p.txt,1686,0,0,65,104,11,5,2.17,4,4
90550_Viceroy_SNH_2017_2.p.txt,834,1,1,19,23,1,0,0.42,6,0
145_Citron Research_USNA_2014_3.p.txt,442,7,4,20,48,0,1,4.75,6,0
523_Asensio_AOBI_2009_06.p.txt,1095,51,4,100,204,8,8,2.99,7,4
91180_Asensio_PGWC_2006_7.p.txt,753,22,2,36,59,1,1,1.28,0,0
91186_Akram_s Razor_PD_2019.p.txt,3648,15,11,144,291,51,19,3.29,71,2
573_Bronte Capital_TSL_2012_7.p.txt,799,29,10,51,77,7,0,4.4,4,0
304309_Well_6273_2017_3.p.txt,2273,1,1,110,245,0,9,1.8,13,8
55_GeoInvesting_LLEN_2012_3.p.txt,1389,45,3,43,113,0,0,2.78,4,2
301304_Forensic Research Analyst_EROS_2016_2.p.txt,2160,38,9,87,278,10,9,4.81,39,0
303608_Richard Pearson_YRD_2017_1.p.txt,14693,152,29,295,1412,59,179,3.23,80,0
357_GeoInvesting_CMGE_2014.p.txt,282,6,1,21,38,3,3,4.19,6,0
300114_Alpha Exposure_CRBP_2019.p.txt,4839,99,17,173,613,11,137,4.99,51,4
305502_Fraud Research_CBIS_2013_1.p.txt,631,29,5,99,507,24,34,5.26,10,0
91089_Spruce Point_CHD_2019.p.txt,24055,121,35,1166,3977,681,352,5.71,344,32
90862_BuyersStrike_TYME_2019.p.txt,1139,30,6,73,100,1,0,2.79,9,1
78_Copperfield Research_OCZ_2011.p.txt,2332,12,2,87,167,19,16,2.2,41,5
731_Xuhua Zhou_VRX_2015.p.txt,3591,20,4,77,217,16,7,1.83,102,0
512_Gotham Investing_AFSI_2014_2.p.txt,5071,42,16,240,752,67,31,2.87,39,16
652_Bleecker Street Research_HOTR_2015.p.txt,2108,27,5,133,358,27,25,3.88,23,2
74_Bronte Capital_UTA_2010_11.p.txt,1173,112,11,58,207,0,8,8.94,4,0
606_Mangrove Partners_VHC_2015.p.txt,11589,0,0,180,507,0,0,4.55,97,1
573_Bronte Capital_TSL_2011_6.p.txt,1320,23,5,67,127,38,0,11.21,9,0
90705_The Capitolist_TRUP_2018_4.p.txt,1232,23,4,64,193,5,69,3.35,12,0
763_Quintessential Capital Management_AAC_2015.p.txt,5416,40,13,135,463,19,12,2.13,58,1
307102_JCAP_BGNE_2019_1.p.txt,15687,32,11,572,2473,265,81,4.78,121,13
431_Kerrisdale Capital_CHBT_2010_2.p.txt,1273,8,4,48,91,0,1,2.22,20,1
683_Forensic Research Analyst_CRR_2015_1.p.txt,724,17,2,45,94,7,4,2.67,5,0
92126_Asensio_LDK_2006_7.p.txt,874,24,2,35,73,0,0,0.81,0,0
711_Citron Research_W_2017_2.p.txt,508,9,4,55,261,11,92,5.9,2,0
16_Bronte Capital_FMG-AU_2012.p.txt,3119,142,12,99,341,21,12,6.11,15,0
90641_The Capitolist_MYGN_2018_1.p.txt,2347,38,10,95,285,6,86,4.53,24,4
277_Asensio_OLED_2013_28.p.txt,834,37,4,53,106,0,0,1.78,2,0
20_Muddy Waters_ONP_2010_8.p.txt,12,0,0,4,4,0,0,14.63,0,0
709_The Friendly Bear_BOFI_2015_1.p.txt,7203,63,18,128,425,28,39,2.2,78,3
223_Richard Pearson_IRG_2013.p.txt,3601,41,9,117,270,53,23,2.04,25,5
91187_Akram_s Razor_EVBG_2019.p.txt,2154,22,3,94,287,25,87,3.32,39,1
361_Bronte Capital_INSY_2014_1.p.txt,2739,113,12,80,241,9,8,4.79,9,1
136_Prescience Investment Group_UAMY_2012.p.txt,6123,18,9,192,424,30,19,1.7,82,23
302115_Iceberg_Trafigura_2019_1.p.txt,146,1,1,18,40,0,0,11.99,0,0
363_GeoInvesting_LAS_2014_2.p.txt,2324,55,2,44,108,0,1,1.4,62,15
410_Absaroka Capital_SHZ_2011.p.txt,18696,61,12,920,3249,208,118,5.81,165,53
301243_Citron_CRON_2018.p.txt,1880,27,9,101,177,36,4,3.31,10,1
135_Spruce Point Capital_UAMY_2012_1.p.txt,9836,24,12,483,1366,268,88,4.97,119,6
492_Street Sweeper_GLUU_2015_2.p.txt,2570,45,15,122,387,30,8,4.35,26,0
74_Bronte Capital_UTA_2010_13.p.txt,3193,107,6,84,259,11,0,4.9,20,1
302102_Iceberg_Noble_2018_9.p.txt,152,1,1,18,40,0,0,11.14,0,0
573_Bronte Capital_TSL_2011_4.p.txt,1429,24,5,64,144,17,0,2.35,12,2
377_Xuhua Zhou_ANY_2014.p.txt,2636,60,21,136,296,21,4,4.71,31,3
90705_The Capitolist_TRUP_2018_6.p.txt,1749,26,3,69,322,7,61,4.15,32,0
505_Street Sweeper_IBIO_2014.p.txt,1894,51,18,72,146,4,28,3.49,9,4
67_Spruce Point Capital_ZSTN_2010_1.p.txt,3854,22,15,152,303,50,12,2.56,54,4
30_Citron Research_ISRG_2013_5.p.txt,2222,16,5,52,124,0,0,1.3,14,0
21_22_Pershing Square_FNM_FRE_2008.p.txt,932,19,1,53,128,13,3,4.13,8,0
457_GeoInvesting_XXII_2014_4.p.txt,650,28,4,31,66,6,1,2.85,13,0
81_Citron Research_SCOK_2010.p.txt,1470,30,9,95,330,5,42,3.62,11,0
564_Spruce Point Capital_GEF_2015_1.p.txt,8013,23,3,708,1938,290,260,8.85,150,29
91431_Shareholder Watchdog_HMPR_2011.p.txt,3040,32,4,202,738,76,166,4.01,45,1
200_Matt Berry_QIHU_2012_2.p.txt,1447,23,8,60,215,3,19,7.22,16,10
296_Meson Capital_OMEX_2015_29.p.txt,3244,17,5,127,358,10,0,1.42,21,0
55_GeoInvesting_LLEN_2012_1.p.txt,2003,60,8,111,333,5,36,2.69,42,2
131_Matt Berry_FMCN_2012_2.p.txt,866,10,4,26,68,0,0,6.7,12,3
387_Xuhua Zhou_HCI_2013.p.txt,2705,37,16,127,349,37,16,3.73,14,6
91400_Culper_BLNK_2020_1.p.txt,8191,64,29,437,1294,90,43,4.91,87,4
523_Asensio_AOBI_2009_04.p.txt,805,38,5,56,96,6,0,3.81,2,1
91180_Asensio_PGWC_2006_5.p.txt,1084,24,2,64,128,9,1,1.83,1,0
90198_livermore_XOXO_2015.p.txt,1606,14,2,82,290,12,82,3.22,27,2
59_Citron Research_QCOR_2013_6.p.txt,2310,24,6,81,193,15,2,2.63,27,5
175_Whitney Tilson_HLF_2012_1.p.txt,585,28,10,51,122,0,21,3.24,2,0
81388_Citron_APOL_2009_1.p.txt,2193,23,5,113,221,14,39,2.16,23,0
296_Meson Capital_OMEX_2014_14.p.txt,1108,24,6,54,125,11,0,4.91,3,0
300323_Aurelius_MDXG_2017_2.p.txt,2140,63,21,86,216,0,0,5.27,35,8
307701_Studioso_AIBYY_2011_2.p.txt,574,31,7,58,212,2,9,6.94,0,0
638_Cable Car Capital_PLUS-GB_2015_12.p.txt,3950,148,9,107,205,4,4,3.27,36,0
91176_Bonitas_EVER_2019.p.txt,10901,108,19,146,479,23,30,3.24,105,15
489_GeoInvesting_CGA_2014_2.p.txt,2340,24,9,77,330,43,0,5.67,27,0
301225_Citron_MSI_2017.p.txt,3061,28,16,129,280,20,14,1.86,16,1
277_Asensio_OLED_2013_6.p.txt,1054,40,5,51,101,0,0,1.47,4,2
8_Citron Research_TXTR_2013_1.p.txt,6559,66,13,240,661,59,41,5.42,80,16
307701_Studioso_AIBYY_2012_3.p.txt,243,12,2,48,127,4,1,6.46,3,0
267_Street Sweeper_SGMO_2013.p.txt,4024,53,26,126,287,22,13,2.44,13,1
480_Forensic Factor_AUTC_2011_4.p.txt,6496,46,7,194,701,31,51,2.46,122,12
277_Asensio_OLED_2013_15.p.txt,1605,47,5,53,137,0,0,2.37,8,4
91431_Mariner_AEYE_2020.p.txt,4657,64,29,216,509,18,59,4.37,47,3
352_Greenwich Research Group_BOFI_2014.p.txt,4190,49,10,156,385,24,48,4.72,46,3
